name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
Maruti Wagon R LXI BSIII,2017,5100.0,52412,Petrol,Dealer,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0
Mahindra Scorpio SLE BS IV,2012,7200.0,85472,Diesel,Dealer,Manual,First Owner,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8.0
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2013,7200.0,87452,Diesel,Dealer,Manual,Second Owner,22.77 kmpl,1498 CC,98.59 bhp,205Nm@ 1750-3250rpm,5.0
Ford EcoSport 1.5 Diesel Ambiente BSIV,2018,11250.0,17000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,205Nm@ 1750-3250rpm,5.0
Maruti Wagon R LXI Minor,2008,1500.0,66530,Petrol,Individual,Manual,Second Owner,18.9 kmpl,1061 CC,67 bhp,84Nm@ 3500rpm,5.0
Hyundai i20 Magna,2013,4350.0,40000,Petrol,Individual,Manual,First Owner,18.5 kmpl,1197 CC,82.85 bhp,113.7Nm@ 4000rpm,5.0
Fiat Avventura Power Up 1.3 Emotion,2015,6375.0,96500,Diesel,Individual,Manual,First Owner,20.5 kmpl,1248 CC,91.72 bhp,209Nm@ 2000rpm,5.0
Honda City V MT,2010,4275.0,79000,Petrol,Individual,Manual,First Owner,16.8 kmpl,1497 CC,116.3 bhp,146Nm@ 4800rpm,5.0
Mahindra TUV 300 mHAWK100 T8,2016,9375.0,50000,Diesel,Individual,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7.0
Fiat Grande Punto Active (Diesel),2012,2550.0,60000,Diesel,Individual,Manual,Second Owner,20.3 kmpl,1248 CC,75 bhp,197Nm@ 1750rpm,5.0
Tata Zest Revotron 1.2T XMS,2018,6899.985,35000,Petrol,Individual,Manual,First Owner,17.57 kmpl,1193 CC,88.7 bhp,140Nm@ 1500-4000rpm,5.0
Fiat Avventura MULTIJET Emotion,2015,6750.0,120000,Diesel,Individual,Manual,First Owner,20.5 kmpl,1248 CC,91.72 bhp,209Nm@ 2000rpm,5.0
Maruti Swift Dzire AMT VXI,2019,9750.0,10000,Petrol,Individual,Automatic,First Owner,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
Hyundai i20 Active 1.2 S,2017,9000.0,15000,Petrol,Individual,Manual,First Owner,17.19 kmpl,1197 CC,81.86 bhp,114.73Nm@ 4000rpm,5.0
Maruti Alto 800 CNG LXI,2013,2670.0,70000,CNG,Individual,Manual,Second Owner,30.46 km/kg,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0
Maruti Alto 800 LXI,2016,4500.0,5000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0
Maruti Alto LXi,2009,2250.0,40000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0
Hyundai Elite i20 Petrol Magna Exective,2019,8850.0,10000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.86 bhp,114.73nm@ 4000rpm,5.0
Hyundai EON Era Plus,2016,4650.0,25000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0
Tata Zest Revotron 1.2T XMS,2017,6000.0,53000,Petrol,Individual,Manual,First Owner,17.57 kmpl,1193 CC,88.7 bhp,140Nm@ 1500-4000rpm,5.0
Mahindra Scorpio LX,2014,7800.0,110000,Diesel,Individual,Manual,Second Owner,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,9.0
Ashok Leyland Stile LE,2013,4500.0,200000,Diesel,Individual,Manual,Second Owner,20.07 kmpl,1461 CC,75 bhp,185Nm@ 1750-2750rpm,8.0
Mahindra XUV300 W8 Option BSIV,2019,15000.0,22000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1197 CC,110 bhp,200Nm@ 2000-3500rpm,5.0
Maruti Wagon R VXI,2003,975.0,70000,Petrol,Individual,Manual,Fourth & Above Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0
Honda Amaze VX i-DTEC,2015,7649.985,75000,Diesel,Individual,Manual,Second Owner,25.8 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0
Maruti Wagon R VXI BSIII,2012,3315.0,70000,Petrol,Individual,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0
Volkswagen Vento 1.6 Highline,2014,5850.0,64000,Petrol,Individual,Manual,Third Owner,15.04 kmpl,1598 CC,103.2 bhp,153Nm@ 3800rpm,5.0
Maruti Gypsy King Soft Top MPI BSIV,2002,5250.0,60000,Petrol,Individual,Manual,First Owner,11.96 kmpl,1298 CC,80 bhp,103Nm@ 4500rpm,8.0
Maruti Alto LXi,2009,2925.0,40000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0
Audi Q7 3.0 TDI Quattro,2010,26250.0,110000,Diesel,Individual,Automatic,Second Owner,12.07 kmpl,2967 CC,241.4 bhp,550Nm@ 1750-2750rpm,7.0
Mahindra Scorpio VLX 2WD AIRBAG BSIII,2013,9000.0,60000,Diesel,Individual,Manual,First Owner,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8.0
Hyundai i20 Sportz Option 1.4 CRDi,2015,9225.0,72000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5.0
Hyundai i20 Magna 1.4 CRDi (Diesel),2013,5250.0,70000,Diesel,Individual,Manual,Second Owner,21.9 kmpl,1396 CC,88.76 bhp,219.6Nm@ 1500-2750rpm,5.0
Chevrolet Beat Diesel LS,2012,2100.0,75000,Diesel,Individual,Manual,First Owner,25.44 kmpl,936 CC,57.6 bhp,150Nm@ 1750rpm,5.0
Hyundai i20 1.4 Sportz,2017,9750.0,32331,Diesel,Individual,Manual,Second Owner,22.54 kmpl,1396 CC,88.73 bhp,219.7Nm@ 1500-2750rpm,5.0
Hyundai Creta 1.6 CRDi SX Plus,2016,16500.0,70000,Diesel,Individual,Manual,First Owner,19.67 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5.0
Hyundai i20 1.4 CRDi Sportz,2010,4275.0,80000,Diesel,Individual,Manual,Second Owner,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5.0
Chevrolet Spark 1.0 LT,2011,2850.0,20000,Petrol,Individual,Manual,Second Owner,18.0 kmpl,995 CC,62 bhp,90.3Nm@ 4200rpm,5.0
Nissan Sunny XL,2012,5250.0,110000,Petrol,Individual,Manual,First Owner,16.95 kmpl,1498 CC,97.7 bhp,134Nm@ 4000rpm,5.0
Hyundai Grand i10 Asta,2014,6000.0,40000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0
Toyota Innova Crysta 2.7 ZX AT BSIV,2016,31500.0,40000,Petrol,Individual,Automatic,First Owner,10.75 kmpl,2694 CC,163.7 bhp,245Nm@ 4000rpm,7.0
Hyundai i20 Sportz 1.2,2015,6524.985,90000,Petrol,Individual,Manual,Second Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0
Maruti Swift Dzire VXI,2014,6750.0,50000,Petrol,Individual,Manual,Second Owner,19.1 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5.0
Daewoo Matiz SD,2001,675.0,137000,Petrol,Individual,Manual,First Owner,18.5 kmpl,796 CC,53 bhp,71Nm@ 3500rpm,5.0
Hyundai i20 Asta 1.2,2015,6750.0,60000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0
Maruti Swift VDI Optional,2017,8700.0,30000,Diesel,Individual,Manual,First Owner,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
Hyundai Creta 1.6 CRDi SX,2016,13500.0,98000,Diesel,Individual,Manual,First Owner,19.67 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5.0
Maruti Ertiga SHVS ZDI,2016,11250.0,50000,Diesel,Individual,Manual,First Owner,24.52 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,7.0
Tata Indigo CS LS (TDI) BS III,2009,2100.0,120000,Diesel,Individual,Manual,Third Owner,19.09 kmpl,1396 CC,69 bhp,135Nm@ 2500rpm,5.0
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2017,7875.0,30000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5.0
Tata Indigo CS LS (TDI) BS III,2009,1724.985,120000,Diesel,Individual,Manual,Third Owner,19.09 kmpl,1396 CC,69 bhp,135Nm@ 2500rpm,5.0
Tata Tiago 1.2 Revotron XZ,2016,5985.0,40000,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5.0
Hyundai Santro Xing XL eRLX Euro II,2006,2250.0,100000,Petrol,Individual,Manual,Second Owner,,,,,
Tata Indica V2 Turbomax DLS BS IV,2012,4125.0,90000,Diesel,Individual,Manual,Second Owner,19.0 kmpl,1405 CC,71 bhp,135 Nm at 2500 rpm,5.0
Hyundai i20 1.4 CRDi Magna,2011,5100.0,80000,Diesel,Individual,Manual,Second Owner,21.9 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5.0
Hyundai EON LPG Era Plus,2012,3330.0,120000,LPG,Individual,Manual,First Owner,21.1 km/kg,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5.0
Mahindra Ssangyong Rexton RX7,2013,12750.0,200000,Diesel,Individual,Automatic,First Owner,11.18 kmpl,2696 CC,184 bhp,402Nm@ 1600-3000rpm,7.0
Tata Indica V2 DLS,2007,1050.0,110000,Diesel,Individual,Manual,Second Owner,17.2 kmpl,1396 CC,53.5 bhp,"8.5@ 2,500(kgm@ rpm)",5.0
Tata Tiago 1.2 Revotron XT,2017,6450.0,38000,Petrol,Individual,Manual,Second Owner,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5.0
Tata Tiago 1.2 Revotron XT,2017,6450.0,35000,Petrol,Individual,Manual,Second Owner,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5.0
Maruti Wagon R VXI BS IV,2014,4800.0,70000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5.0
Hyundai Santro Xing XG,2005,1425.0,125000,Petrol,Individual,Manual,Fourth & Above Owner,,,,,
Renault Fluence Diesel E4,2012,7500.0,120000,Diesel,Individual,Manual,Second Owner,21.8 kmpl,1461 CC,78 bhp,240Nm@ 2000rpm,5.0
Renault Duster 110PS Diesel RxL,2012,7500.0,110000,Diesel,Individual,Manual,Second Owner,19.01 kmpl,1461 CC,108.45 bhp,248Nm@ 2250rpm,5.0
Tata Indica Vista Aura Plus 1.3 Quadrajet BS IV,2010,3449.9849999999997,140000,Diesel,Individual,Manual,First Owner,18.4 kmpl,1248 CC,75 bhp,190Nm@ 1750rpm,5.0
Mahindra Scorpio VLS AT 2.2 mHAWK,2009,9000.0,155000,Diesel,Individual,Automatic,Second Owner,11.79 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8.0
Hyundai Santro Xing XL,2007,3000.0,120000,Petrol,Individual,Manual,Second Owner,,,,,
Renault Pulse RxL Optional,2017,7500.0,80000,Diesel,Individual,Manual,Second Owner,23.08 kmpl,1461 CC,63.1 bhp,160Nm@ 2000rpm,5.0
Mahindra Bolero SLX 2WD,2010,4725.0,120000,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7.0
Maruti Wagon R VXI Minor,2011,3975.0,80000,Petrol,Individual,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0
Ford Figo 1.5D Base MT,2015,5250.0,110000,Diesel,Individual,Manual,Second Owner,25.83 kmpl,1498 CC,99 bhp,215Nm@ 1750-3000rpm,5.0
Tata Indigo CR4,2012,3000.0,230000,Diesel,Individual,Manual,First Owner,23.57 kmpl,1396 CC,70 bhp,140Nm@ 1800-3000rpm,5.0
Tata Indica V2 DLE BSIII,2011,1724.985,172000,Diesel,Individual,Manual,Second Owner,17.88 kmpl,1396 CC,52.8 bhp,85Nm@ 2500rpm,5.0
Hyundai i20 Magna 1.2,2014,6375.0,25000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0
Ford EcoSport 1.5 Diesel Trend BSIV,2019,13500.0,35000,Diesel,Individual,Manual,First Owner,23.0 kmpl,1498 CC,98.96 bhp,205Nm@ 1750-3250rpm,5.0
Mahindra Scorpio 2009-2014 SLE 7S BSIV,2014,8250.0,126000,Diesel,Individual,Manual,First Owner,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,7.0
Honda WR-V i-DTEC VX,2018,13500.0,30000,Diesel,Individual,Manual,First Owner,25.5 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0
Hyundai i10 Era,2011,2475.0,97000,Petrol,Individual,Manual,Third Owner,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5.0
Hyundai Verna 1.6 CRDI AT SX Option,2016,12750.0,120000,Diesel,Individual,Automatic,First Owner,19.08 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5.0
Hyundai Verna 1.6 CRDi S Option,2016,12750.0,120000,Diesel,Individual,Manual,First Owner,23.9 kmpl,1582 CC,126.32 bhp,259.8Nm@ 1900-2750rpm,5.0
Mahindra Thar CRDe AC,2014,8250.0,80000,Diesel,Individual,Manual,Second Owner,16.55 kmpl,2498 CC,105 bhp,247Nm@ 1800-2000rpm,6.0
Maruti Swift Dzire Vdi BSIV,2011,7500.0,60000,Diesel,Individual,Manual,Second Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5.0
Maruti Swift Dzire VXI 1.2,2018,9450.0,15000,Petrol,Individual,Manual,First Owner,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
Hyundai i10 Era,2011,2400.0,60000,Petrol,Individual,Manual,First Owner,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5.0
Honda City i DTEC VX,2015,10050.0,60000,Diesel,Individual,Manual,First Owner,25.1 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0
Maruti Swift ZDi,2014,6450.0,90000,Diesel,Individual,Manual,First Owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
Hyundai Xcent 1.2 Kappa Base,2015,5625.0,30000,Petrol,Individual,Manual,First Owner,19.1 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0
Hyundai i20 Asta Option 1.2,2016,9750.0,35000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0
Maruti Swift Dzire LDI,2016,7500.0,35000,Diesel,Individual,Manual,First Owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
Maruti Swift Dzire LDI,2016,7500.0,35000,Diesel,Individual,Manual,First Owner,26.59 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
Mahindra XUV500 W10 2WD,2017,20250.0,25000,Diesel,Individual,Manual,First Owner,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0
Volkswagen Ameo 1.5 TDI Comfortline,2018,9000.0,40000,Diesel,Individual,Manual,First Owner,21.66 kmpl,1498 CC,108.62 bhp,250Nm@ 1500-3000rpm,5.0
Hyundai Creta 1.6 CRDi SX Plus,2017,18000.0,25000,Diesel,Individual,Manual,First Owner,19.67 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5.0
BMW X6 xDrive30d,2013,56250.0,56000,Diesel,Dealer,Automatic,First Owner,11.2 kmpl,2993 CC,241 bhp,540Nm@ 2000rpm,4.0
Maruti Swift Dzire ZXI Plus,2018,11925.0,41779,Petrol,Dealer,Manual,First Owner,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
Honda Jazz 1.2 V i VTEC,2016,9375.0,54000,Petrol,Dealer,Manual,First Owner,18.7 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5.0
Mercedes-Benz E-Class E250 CDI Avantgarde,2016,43500.0,31000,Diesel,Dealer,Automatic,First Owner,13.0 kmpl,2143 CC,204 bhp,500Nm@ 1600-1800rpm,5.0
Maruti Ignis 1.3 AMT Zeta,2017,9375.0,37000,Diesel,Individual,Automatic,First Owner,26.8 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
Chevrolet Cruze LTZ AT,2011,6600.0,90000,Diesel,Individual,Automatic,Second Owner,18.1 kmpl,1991 CC,147.9 bhp,327Nm@ 2600rpm,4.0
Toyota Corolla Altis 1.8 G,2018,21000.0,13534,Petrol,Dealer,Manual,First Owner,14.28 kmpl,1798 CC,138.03 bhp,173Nm@ 4000rpm,5.0
Toyota Corolla Altis 1.8 VL AT,2017,21750.0,7000,Petrol,Dealer,Automatic,Second Owner,14.53 kmpl,1794 CC,138.1 bhp,173Nm@ 4000rpm,5.0
Mercedes-Benz GLA Class 200 CDI SPORT,2017,40500.0,23000,Diesel,Dealer,Automatic,First Owner,17.9 kmpl,2143 CC,136 bhp,300Nm@ 1600-3000rpm,5.0
Hyundai Grand i10 Sportz,2017,8250.0,23456,Petrol,Dealer,Manual,First Owner,18.9 kmpl,1197 CC,82 bhp,114Nm@ 4000rpm,5.0
Toyota Innova Crysta 2.8 GX AT 8S BSIV,2019,28875.0,43000,Diesel,Dealer,Automatic,First Owner,11.36 kmpl,2755 CC,171.5 bhp,360Nm@ 1200-3400rpm,8.0
Mahindra XUV500 W10 2WD,2015,18375.0,39000,Diesel,Dealer,Manual,First Owner,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0
Honda WR-V i-VTEC S,2017,10500.0,15000,Petrol,Individual,Manual,First Owner,17.5 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5.0
Maruti Swift Dzire VDI,2013,7950.0,40000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5.0
Kia Seltos HTX Plus AT D,2020,28500.0,5000,Diesel,Dealer,Automatic,First Owner,17.8 kmpl,1493 CC,113.4 bhp,250nm@ 1500-2750rpm,5.0
Maruti Ciaz RS ZDi Plus SHVS,2017,12674.984999999999,70000,Diesel,Dealer,Manual,First Owner,28.09 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5.0
Skoda Rapid 1.5 TDI AT Style Plus,2016,9750.0,99000,Diesel,Dealer,Automatic,First Owner,21.66 kmpl,1498 CC,103.52 bhp,250Nm@ 1500-2500rpm,5.0
Maruti Swift ZXI 2018,2018,11250.0,15000,Petrol,Dealer,Manual,First Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
BMW 6 Series GT 630d Luxury Line,2018,90000.0,28156,Diesel,Dealer,Automatic,First Owner,17.09 kmpl,2993 CC,261.4 bhp,620Nm@ 2000-2500rpm,4.0
Honda Jazz 1.2 SV i VTEC,2015,9150.0,30000,Petrol,Dealer,Manual,First Owner,18.7 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5.0
Chevrolet Beat LT,2010,2250.0,70000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1199 CC,79.4 bhp,108Nm@ 4400rpm,5.0
Maruti Swift Dzire VXI,2014,7125.0,40000,Petrol,Individual,Manual,First Owner,19.1 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5.0
Mahindra Scorpio SLX 4WD,2008,5625.0,136500,Diesel,Individual,Manual,Fourth & Above Owner,12.7 kmpl,2609 CC,120 bhp,290Nm@ 1800-2800rpm,8.0
Mahindra KUV 100 mFALCON D75 K6 Plus,2016,6375.0,70000,Diesel,Individual,Manual,Second Owner,25.32 kmpl,1198 CC,77 bhp,190Nm@ 1750-2250rpm,6.0
Honda City i DTEC VX,2015,12000.0,90000,Diesel,Individual,Manual,Second Owner,25.1 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,5.0
Maruti 800 DX,1996,600.0,32000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4.0
Maruti Wagon R AMT VXI Option,2018,7649.985,8000,Petrol,Individual,Automatic,Second Owner,20.51 kmpl,998 CC,67 bhp,90Nm@ 3500rpm,5.0
Toyota Etios Liva VD,2015,5805.0,170000,Diesel,Individual,Manual,First Owner,23.59 kmpl,1364 CC,67.04 bhp,170Nm@ 1800-2400rpm,5.0
Maruti Alto 800 VXI,2014,3525.0,25000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0
Tata Sumo SE Plus BSII,2000,1425.0,120000,Diesel,Individual,Manual,Fourth & Above Owner,12.2 kmpl,1948 CC,68 bhp,12@ 2500(kgm@ rpm),10.0
Maruti Swift Vdi BSIII,2010,5100.0,110000,Diesel,Individual,Manual,Third Owner,17.8 kmpl,1248 CC,75 bhp,190Nm@ 2000rpm,5.0
Mahindra XUV500 W6 2WD,2016,15000.0,100000,Diesel,Individual,Manual,First Owner,16.0 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0
Ford Ikon 1.4 TDCi DuraTorq,2009,2400.0,115000,Diesel,Individual,Manual,Second Owner,13.8 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5.0
Mahindra Scorpio SLX 4WD LE,2008,5475.0,120000,Diesel,Individual,Manual,Fourth & Above Owner,12.7 kmpl,2609 CC,120 bhp,290Nm@ 1800-2800rpm,8.0
Skoda Fabia 1.2L Diesel Elegance,2011,4500.0,265000,Diesel,Individual,Manual,Second Owner,20.86 kmpl,1199 CC,75 bhp,180Nm@ 2000rpm,5.0
Maruti Swift Vdi BSIII,2008,3900.0,90000,Diesel,Individual,Manual,Second Owner,17.8 kmpl,1248 CC,75 bhp,190Nm@ 2000rpm,5.0
Honda Jazz V CVT,2018,12900.0,40000,Petrol,Individual,Automatic,First Owner,18.2 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5.0
Hyundai Verna 1.6 Xi ABS,2008,1724.985,55000,Petrol,Individual,Manual,Second Owner,13.9 kmpl,1599 CC,103.2 bhp,"14.9@ 3,000(kgm@ rpm)",5.0
Maruti Alto LXi,2007,1500.0,90000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5.0
Volkswagen Vento 1.5 TDI Highline,2014,8475.0,111000,Diesel,Individual,Manual,First Owner,20.34 kmpl,1498 CC,103.2 bhp,250Nm@ 1500-2500rpm,5.0
Mahindra Xylo E4 BS III,2013,6750.0,120000,Diesel,Individual,Manual,Second Owner,11.68 kmpl,2498 CC,112 bhp,260Nm@ 1800-2200rpm,7.0
Maruti Baleno Zeta 1.2,2017,9375.0,15000,Petrol,Individual,Manual,First Owner,21.4 kmpl,1197 CC,83.1 bhp,115Nm@ 4000rpm,5.0
Maruti Alto 800 VXI,2016,4200.0,30000,Petrol,Individual,Manual,Second Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0
Maruti Alto K10 VXI,2017,4950.0,50000,Petrol,Individual,Manual,First Owner,23.95 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5.0
Hyundai Creta 1.6 CRDi Anniversary Edition,2015,19500.0,40000,Diesel,Individual,Manual,First Owner,19.67 kmpl,1582 CC,126.2 bhp,259.9Nm@ 1900-2750rpm,5.0
Tata Indica V2 GLX BSIII,2008,975.0,50000,Petrol,Individual,Manual,Second Owner,15.3 kmpl,1396 CC,70 bhp,"12.4@ 2,600(kgm@ rpm)",5.0
Tata Tiago 1.2 Revotron XZ,2018,7200.0,45000,Petrol,Individual,Manual,Second Owner,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5.0
Tata Tiago 1.05 Revotorq XZ,2016,6000.0,35000,Diesel,Individual,Manual,Second Owner,27.28 kmpl,1047 CC,69 bhp,140Nm@ 1800-3000rpm,5.0
Tata New Safari DICOR 2.2 GX 4x2,2009,7500.0,80000,Diesel,Individual,Manual,First Owner,13.93 kmpl,2179 CC,138 bhp,320Nm@ 1700-2700rpm,7.0
Mahindra Xylo E4 ABS BS IV,2012,4800.0,120000,Diesel,Individual,Manual,First Owner,11.68 kmpl,2498 CC,112 bhp,260Nm@ 1800-2200rpm,7.0
Mahindra XUV500 W8 2WD,2014,11250.0,90000,Diesel,Individual,Manual,Second Owner,15.1 kmpl,2179 CC,140 bhp,330Nm@ 1600-2800rpm,7.0
Mahindra Bolero Power Plus SLE,2017,9300.0,100000,Diesel,Individual,Manual,First Owner,16.5 kmpl,1493 CC,70 bhp,195Nm@ 1400-2200rpm,7.0
Maruti Swift Dzire ZDi,2011,4500.0,120000,Diesel,Individual,Manual,Third Owner,19.3 kmpl,1248 CC,73.9 bhp,190Nm@ 2000rpm,5.0
Hyundai Creta 1.6 SX Option Executive,2018,21075.0,15000,Petrol,Individual,Manual,First Owner,15.8 kmpl,1591 CC,121.3 bhp,151Nm@ 4850rpm,5.0
Maruti Alto 800 LX,2017,4230.0,15000,Petrol,Individual,Manual,First Owner,24.7 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5.0
Maruti Swift Dzire AMT VXI,2017,10500.0,15000,Petrol,Individual,Automatic,First Owner,21.21 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
Ford Figo Aspire 1.5 TDCi Titanium,2017,10500.0,70000,Diesel,Individual,Manual,First Owner,25.83 kmpl,1498 CC,99 bhp,215Nm@ 1750-3000rpm,5.0
Ford EcoSport 1.5 TDCi Titanium BSIV,2015,9000.0,135000,Diesel,Individual,Manual,First Owner,22.77 kmpl,1498 CC,98.59 bhp,205Nm@ 1750-3250rpm,5.0
Skoda Rapid 1.6 TDI Ambition,2012,4350.0,80000,Diesel,Individual,Manual,Second Owner,20.5 kmpl,1598 CC,103.5 bhp,250Nm@ 1500-2500rpm,5.0
Chevrolet Cruze LTZ AT,2011,6450.0,80000,Diesel,Individual,Automatic,Second Owner,18.1 kmpl,1991 CC,147.9 bhp,327Nm@ 2600rpm,4.0
Hyundai i20 1.2 Magna Executive,2017,8625.0,19000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5.0
Hyundai Creta 1.6 VTVT E Plus,2017,13125.0,42000,Petrol,Individual,Manual,First Owner,15.29 kmpl,1591 CC,121.3 bhp,151Nm@ 4850rpm,5.0
Maruti Wagon R LXI BSIII,2010,2700.0,77000,Petrol,Individual,Manual,First Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5.0
Maruti Ritz VDi,2012,3449.9849999999997,120000,Diesel,Individual,Manual,First Owner,23.2 kmpl,1248 CC,73.94 bhp,190Nm@ 2000rpm,5.0
Toyota Glanza G CVT,2019,12000.0,10000,Petrol,Individual,Automatic,First Owner,19.56 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5.0
